asset_id,user_id,purchase_date,warranty_end,vendor,model,cpu,ram_gb,storage_gb,storage_type,os_version,location,status,retire_date,ticket_count_last_6m,bsod_cnt_30d,battery_cycle,battery_design_cap,battery_full_cap,cpu_temp_max,gpu_temp_max,thermal_throttle_cnt,smart_realloc,smart_pending,disk_errors_30d,uptime_hours_7d,patch_missing_cnt,label_failure_90d,label_retire_180d,age_days,age_months,in_warranty,battery_health,is_nvme,is_mac
ASSET-10060,U4881,2022-05-21,2023-05-16,MSI,Prestige 14,Ryzen 5 4500U,16.0,256.0,NVMe,macOS 13,Tokyo,retired,2024-05-13,0.0,0.0,596.0,4500.0,3343.0,65.0,70.0,1.0,0.0,0.0,0.0,38.7,0.0,0,1,1180.0,39.3,0,0.7428888888888889,1,1
ASSET-10061,U4331,2022-09-14,2025-08-29,Dell,XPS 13,M2,16.0,256.0,NVMe,Windows 11,HCM,in_use,,1.0,1.0,471.0,5000.0,3883.0,67.0,75.0,0.0,0.0,0.0,0.0,52.2,1.0,0,0,1064.0,35.5,1,0.7766,1,0
ASSET-10062,U5637,2023-04-09,2025-03-29,Asus,VivoBook 15,Ryzen 7 4800U,16.0,512.0,HDD,macOS 13,Hue,in_use,,0.0,2.0,300.0,5200.0,4061.0,75.0,60.0,1.0,0.0,0.0,0.0,39.2,4.0,0,0,857.0,28.6,0,0.7809615384615385,0,1
ASSET-10063,U9037,2024-03-02,2025-02-25,MSI,Prestige 14,Ryzen 7 4800U,8.0,512.0,NVMe,macOS 13,Hue,in_use,,0.0,0.0,402.0,5100.0,3509.0,76.0,69.0,0.0,0.0,0.0,0.0,38.7,3.0,0,0,529.0,17.6,0,0.6880392156862745,1,1
ASSET-10064,U1194,2019-03-10,2022-02-22,Asus,VivoBook 15,Ryzen 5 4500U,8.0,1024.0,NVMe,macOS 12,HN,in_use,,0.0,1.0,312.0,4000.0,3639.0,73.0,84.0,0.0,0.0,0.0,1.0,6.4,2.0,0,0,2348.0,78.3,0,0.90975,1,1
ASSET-10065,U2354,2024-08-09,2026-07-30,Lenovo,T14 Gen2,Ryzen74800U,16.0,256.0,NVMe,Windows 10,HN,in_use,,0.0,0.0,36.0,4500.0,3710.0,71.0,71.0,0.0,0.0,0.0,1.0,44.7,2.0,0,0,369.0,12.3,1,0.8244444444444444,1,0
ASSET-10066,U7288,2020-07-27,2023-07-12,Asus,VivoBook 15,Ryzen 7 4800U,8.0,256.0,HDD,Windows 11,HCM,in_use,,0.0,2.0,131.0,5000.0,4036.0,79.0,71.0,0.0,0.0,0.0,0.0,27.5,2.0,0,0,1843.0,61.4,0,0.8072,0,0
ASSET-10067,U2745,2020-01-10,2021-01-04,HP,ZBook 15,i7-8650U,8.0,256.0,SSD,macOS 12,Hue,retired,2021-08-08,4.0,0.0,216.0,5000.0,5042.0,86.0,75.0,0.0,0.0,0.0,0.0,32.5,2.0,0,1,2042.0,68.1,0,1.0084,0,1
ASSET-10068,U8933,2019-11-12,2021-11-01,Apple,MacBook Air,i7-1185G7,32.0,1024.0,HDD,macOS 13,Singapore,in_use,,1.0,0.0,342.0,4500.0,3600.0,83.0,90.0,0.0,0.0,0.0,0.0,39.3,0.0,0,0,2101.0,70.0,0,0.8,0,1
ASSET-10069,U6339,2023-03-21,2025-03-10,MSI,Modern 14,M1,16.0,256.0,NVMe,Windows 11,Singapore,in_repair,,0.0,0.0,569.0,5800.0,2320.0,71.0,82.0,0.0,0.0,0.0,0.0,46.9,8.0,0,0,876.0,29.2,0,0.4,1,0
ASSET-10070,U7853,2019-05-31,2021-05-20,MSI,GF65,i7-8650U,8.0,256.0,NVMe,Ubuntu 22.04,HN,in_use,,0.0,0.0,299.0,5100.0,4477.0,87.0,64.0,0.0,0.0,0.0,0.0,43.8,2.0,0,0,2266.0,75.5,0,0.8778431372549019,1,0
ASSET-10071,U3321,2022-11-27,2024-11-16,Lenovo,T480,i7-1185G7,16.0,512.0,HDD,macOS 12,HCM,in_use,,0.0,0.0,306.0,5200.0,3710.0,74.0,76.0,0.0,0.0,0.0,0.0,41.0,2.0,0,0,990.0,33.0,0,0.7134615384615385,0,1
ASSET-10072,U8037,2023-05-12,2024-05-06,Apple,MacBook Pro 14,i7-1185G7,16.0,1024.0,SSD,macOS 13,HCM,in_use,,0.0,0.0,319.0,5800.0,3740.0,78.0,58.0,0.0,0.0,0.0,1.0,47.3,0.0,0,0,824.0,27.5,0,0.6448275862068965,0,1
ASSET-10073,U9369,2023-05-11,2025-04-30,HP,ProBook 450,M1,16.0,256.0,HDD,macOS 13,Tokyo,in_use,,0.0,0.0,221.0,4500.0,3612.5,77.0,67.0,0.0,1.0,0.0,0.0,77.6,2.0,0,0,825.0,27.5,0,0.8027777777777778,0,1
ASSET-10074,U8492,2024-07-21,2027-07-06,HP,ProBook 450,i7-8650U,16.0,1024.0,HDD,macOS 13,HCM,in_use,,0.0,0.0,284.0,5200.0,3460.0,77.0,79.0,0.0,0.0,0.0,1.0,15.5,2.0,0,0,388.0,12.9,1,0.6653846153846154,0,1
ASSET-10075,U1972,2022-12-07,2025-11-21,MSI,Modern 14,i5-1135G7,16.0,1024.0,HDD,Ubuntu 22.04,Singapore,in_use,,1.0,0.0,299.0,5000.0,3805.0,76.0,70.0,0.0,0.0,0.0,0.0,33.1,2.0,0,0,980.0,32.7,1,0.761,0,0
ASSET-10076,U7600,,2027-09-27,MSI,Modern 14,Ryzen 7 4800U,16.0,512.0,HDD,macOS 13,HCM,in_use,,0.0,1.0,286.0,4000.0,3864.0,72.0,88.0,0.0,0.0,0.0,0.0,56.8,2.0,0,0,,,1,0.966,0,1
ASSET-10077,U8230,2024-02-13,2025-02-07,MSI,Modern 14,Ryzen 5 4500U,8.0,512.0,SSD,Ubuntu 22.04,DN,retired,2025-04-23,0.0,0.0,202.0,5100.0,3509.0,74.0,70.0,1.0,0.0,0.0,0.0,18.1,2.0,0,1,547.0,18.2,0,0.6880392156862745,0,0
ASSET-10078,U7022,2022-05-10,2023-05-05,Lenovo,X1 Carbon,i5-1135G7,16.0,1024.0,SSD,Windows 10,Singapore,in_use,,0.0,1.0,660.0,5800.0,3710.0,78.5,88.0,0.0,0.0,0.0,0.0,41.3,0.0,0,0,1191.0,39.7,0,0.6396551724137931,0,0
ASSET-10079,U4366,2024-10-21,2027-10-06,Lenovo,X1 Carbon,M1,16.0,1024.0,SSD,Windows 11,Hue,in_use,,0.0,0.0,287.0,5200.0,5302.0,83.0,66.0,0.0,0.0,0.0,0.0,51.5,2.0,0,0,296.0,9.9,1,1.0196153846153846,0,0
ASSET-10080,U9209,2023-08-29,2025-08-18,Acer,TravelMate P2,i7-8650U,32.0,1024.0,NVMe,macOS 13,HN,in_use,,1.0,0.0,404.0,5000.0,4045.0,85.0,77.0,0.0,0.0,0.0,0.0,37.45,3.0,0,0,715.0,23.8,1,0.809,1,1
ASSET-10081,U6680,,2027-10-28,Dell,Precision 3560,Ryzen 5 4500U,8.0,512.0,SSD,Ubuntu 22.04,Tokyo,in_use,,0.0,0.0,5000.0,4000.0,3654.0,74.0,75.0,0.0,0.0,0.0,0.0,39.400000000000006,3.0,0,0,,,1,0.9135,0,0
ASSET-10082,U7274,2020-09-06,2021-09-01,Apple,MacBook Air,M1,16.0,512.0,SSD,macOS 12,Tokyo,retired,,0.0,2.0,392.0,5000.0,2982.0,75.0,56.0,1.0,0.0,0.0,0.0,15.5,1.0,0,0,1802.0,60.1,0,0.5964,0,1
ASSET-10083,U9954,2021-10-01,2022-09-26,Apple,MacBook Pro 13,M1,8.0,256.0,NVMe,Ubuntu 22.04,Tokyo,in_use,,1.0,0.0,5000.0,5000.0,2936.0,92.0,72.0,0.0,0.0,0.0,0.0,28.5,2.0,1,0,1412.0,47.1,0,0.5872,1,0
ASSET-10084,U3141,2021-08-27,,Apple,MacBook Pro 14,Ryzen 7 4800U,16.0,512.0,NVMe,Ubuntu 22.04,DN,in_use,,0.0,1.0,348.0,5200.0,3653.5,64.0,71.0,1.0,0.0,0.0,0.0,16.9,2.0,0,0,1447.0,48.2,0,0.7025961538461538,1,0
ASSET-10085,U2494,,2023-10-03,HP,ProBook 450,i5-8250U,32.0,512.0,HDD,Windows 11,HCM,in_use,,0.0,0.0,284.0,5200.0,3535.0,77.0,71.0,0.0,0.0,0.0,0.0,49.5,2.0,0,0,,,0,0.6798076923076923,0,0
ASSET-10086,U3007,2019-06-24,2021-06-13,Lenovo,X1 Carbon,M1,16.0,512.0,HDD,Windows 10,Hue,in_use,,0.0,0.0,174.0,5200.0,4306.0,84.0,83.0,0.0,0.0,0.0,0.0,33.9,0.0,0,0,2242.0,74.7,0,0.828076923076923,0,0
ASSET-10087,U9921,2024-06-08,2026-05-29,HP,Envy 13,Ryzen 5 4500U,8.0,256.0,HDD,macOS 13,HN,retired,2026-05-06,0.0,0.0,356.0,5000.0,3436.0,78.0,78.0,0.0,0.0,0.0,0.0,38.4,2.0,0,1,431.0,14.4,1,0.6872,0,1
ASSET-10088,U6761,2020-08-05,2023-07-21,Asus,ZenBook 14,M2,32.0,512.0,SSD,macOS 12,HCM,retired,,1.0,1.0,300.0,4000.0,4200.0,71.0,75.0,0.0,0.0,0.0,0.0,45.5,2.0,0,0,1834.0,61.1,0,1.05,0,1
ASSET-10089,U6285,2020-07-12,2021-07-07,HP,ZBook 15,M1,16.0,512.0,NVMe,Ubuntu 22.04,HN,in_use,,0.0,1.0,202.0,5000.0,4323.0,94.0,80.0,0.0,0.0,0.0,0.0,46.2,2.0,1,0,1858.0,61.9,0,0.8646,1,0
ASSET-10091,U2715,2019-10-31,2021-10-20,HP,ZBook 15,M1,8.0,1024.0,SSD,macOS 13,HCM,in_use,,1.0,0.0,444.0,5000.0,3840.0,69.0,60.0,0.0,0.0,0.0,0.0,7.1,2.0,0,0,2113.0,70.4,0,0.768,0,1
